record_id,type_of_reference,doi,authors,title,journal_name,date,publisher,abstract,keywords,issn,year,urls,asreview_prior,exported_notes_1,included,asreview_ranking
80,JOUR,10.1109/JIOT.2020.3011057,"['S. R. Chaudhry', 'A. Palade', 'A. Kazmi', 'S. Clarke']",Improved QoS at the Edge Using Serverless Computing to Deploy Virtual Network Functions,IEEE Internet of Things Journal,21-Jul-20,IEEE,"Multiaccess edge computing (MEC) will strengthen forthcoming 5G networks by improving the Quality of Service (QoS), in particular, reducing latency, increasing data processing rates, and providing real-time information to develop high-value Internet-of-Things (IoT) services. To enable data-intensive network services and support advanced analytics, many network operators have proposed to integrate MEC systems with network function virtualization (NFV) consolidating virtual network functions (VNFs) and edge capabilities on a shared infrastructure. As of yet, this integration is not fully established, with various architectural issues currently open, even at standardization level. For instance, any update to VNFs deployed in a MEC system requires a time-consuming manual effort, which affects the overall infrastructure operations. To address these pitfalls, VNFs can be decomposed into microservices, which maintain their own states and exhibit different resource consumption requirements. This article presents an approach to integration that leverages serverless computing to merge MEC and NFV at the system level and to deploy VNFs on demand, by combining MEC functional blocks with an NFV orchestrator using a Kubernetes cluster. We further investigate whether the resource utilization of a MEC system can be improved by leveraging networked FPGA-enabled MEC servers, through an extension of the edge layer that takes advantage of available programmable hardware. We quantitatively evaluate and demonstrate the improvement of 75% end-to-end latency, 99.96% VNF execution time, 26.9% resource utilization, and 15.8% energy consumption in comparison with traditional baselines of cloud, edge, and serverless-edge test cases for a high-definition real-time video streaming application.","['Edge computing', 'networked FPGA', 'serverless computing', 'virtual network functions (VNFs) and data security', 'Hardware', 'Internet of Things', 'Field programmable gate arrays', 'Streaming media', 'Servers', 'Task analysis', 'Quality of service']",2327-4662,,,0,IC9,1,11
9,JOUR,10.1109/ICPADS56603.2022.00082,"['C. Song', 'F. Jiang', 'X. Liang', 'N. Ahuja', 'M. J. Kumar']",Service Level Objective Adaptive Energy Efficiency Management,2022 IEEE 28th International Conference on Parallel and Distributed Systems (ICPADS),27-Mar-23,IEEE,"Cloud applications are transforming to microservice based deployment. Microservice comes with many advantages-scalability, agility, availability – and it suits the complicated cloud applications. For microservice deployment, service quality metrics play important role to ensure reliable user experiences for those applications built upon many small services, and the service level objective (SLO) is adopted to govern resource provision for optimal operation cost. Amid growing awareness on data center carbon emission, more organizations are paying attention to energy-efficient practices in cloud deployment to reduce energy consumption and operational carbon footprint. Modern processors provide fine-grained power scaling capabilities, e.g., Intel Xeon PCPS (PerCore P-States), this paper presented a dynamic energy efficiency management framework to adaptively scale processor core frequency as well as implicated energy consumption in accordance with service quality requirements. In this paper, we discussed hurdles and solutions for applying platform energy intelligence to microservices that are often with intrinsic platform-agnostic. The experiments proved the proposed method can effectively reduce energy consumption with competitive cost benefits without compromising service quality goals.","['Microservices', 'Service Mesh', 'Per-Core P-States', 'Service Level Objective (SLO)', 'Service Level Indicator (SLI)', 'Energy Efficiency', 'Carbon Reduction', 'Sustainability', 'Adaptive Control', 'Core Frequency Scaling', 'Energy consumption', 'Program processors', 'Costs', 'Power system management', 'Memory management', 'Microservice architectures', 'Tail']",2690-5965,,,0,IC7,1,12
40,JOUR,10.1145/3423211.3425683,"['Gunasekaran, Jashwant Raj', 'Thinakaran, Prashanth', 'Nachiappan, Nachiappan C.', 'Kandemir, Mahmut Taylan', 'Das, Chita R.']",Fifer: Tackling Resource Underutilization in the Serverless Era,Proceedings of the 21st International Middleware Conference,2020,Association for Computing Machinery,"Datacenters are witnessing a rapid surge in the adoption of serverless functions for microservices-based applications. A vast majority of these microservices typically span less than a second, have strict SLO requirements, and are chained together as per the requirements of an application. The aforementioned characteristics introduce a new set of challenges, especially in terms of container provisioning and management, as the state-of-the-art resource management frameworks, employed in serverless platforms, tend to look at microservice-based applications similar to conventional monolithic applications. Hence, these frameworks suffer from microservice agnostic scheduling and colossal container over-provisioning, especially during workload fluctuations, thereby resulting in poor resource utilization.In this work, we quantify the above shortcomings using a variety of workloads on a multi-node cluster managed by the Kubernetes and Brigade serverless framework. To address them, we propose Fifer — an adaptive resource management framework to efficiently manage function-chains on serverless platforms. The key idea is to make Fifer (i) utilization conscious by efficiently bin packing jobs to fewer containers using function-aware container scaling and intelligent request batching, and (ii) at the same time, SLO-compliant by proactively spawning containers to avoid cold-starts, thus minimizing the overall response latency. Combining these benefits, Fifer improves container utilization and cluster-wide energy consumption by 4× and 31%, respectively, without compromising on SLO's, when compared to the state-of-the-art schedulers employed by serverless platforms.","['scheduling', 'serverless', 'resource-management', 'queuing']",978-1-4503-8153-6,,['https://doi.org/10.1145/3423211.3425683'],0,IC9,1,13
49,JOUR,10.1145/3472883.3486992,"['Bhasi, Vivek M.', 'Gunasekaran, Jashwant Raj', 'Thinakaran, Prashanth', 'Mishra, Cyan Subhra', 'Kandemir, Mahmut Taylan', 'Das, Chita']",Kraken: Adaptive Container Provisioning for Deploying Dynamic DAGs in Serverless Platforms,Proceedings of the ACM Symposium on Cloud Computing,2021,Association for Computing Machinery,"The growing popularity of microservices has led to the proliferation of online cloud service-based applications, which are typically modelled as Directed Acyclic Graphs (DAGs) comprising of tens to hundreds of microservices. The vast majority of these applications are user-facing, and hence, have stringent SLO requirements. Serverless functions, having short resource provisioning times and instant scalability, are suitable candidates for developing such latency-critical applications. However, existing serverless providers are unaware of the workflow characteristics of application DAGs, leading to container over-provisioning in many cases. This is further exacerbated in the case of dynamic DAGs, where the function chain for an application is not known a priori. Motivated by these observations, we propose Kraken, a workflow-aware resource management framework that minimizes the number of containers provisioned for an application DAG while ensuring SLO-compliance. We design and implement Kraken on OpenFaaS and evaluate it on a multi-node Kubernetes-managed cluster. Our extensive experimental evaluation using DeathStarbench workload suite and real-world traces demonstrates that Kraken spawns up to 76% fewer containers, thereby improving container utilization and saving cluster-wide energy by up to 4x and 48%, respectively, when compared to state-of-the art schedulers employed in serverless platforms.","['scheduling', 'serverless', 'resource-management', 'queuing']",978-1-4503-8638-8,,['https://doi.org/10.1145/3472883.3486992'],0,IC9,1,14
7,JOUR,10.1109/ACCESS.2021.3075973,"['E. Ahvar', 'S. Ahvar', 'Z. Á. Mann', 'N. Crespi', 'R. Glitho', 'J. Garcia-Alfaro']",DECA: A Dynamic Energy Cost and Carbon Emission-Efficient Application Placement Method for Edge Clouds,IEEE Access,27-Apr-21,IEEE,"As an increasing amount of data processing is done at the network edge, high energy costs and carbon emission of Edge Clouds (ECs) are becoming significant challenges. The placement of application components (e.g., in the form of containerized microservices) on ECs has an important effect on the energy consumption of ECs, impacting both energy costs and carbon emissions. Due to the geographic distribution of ECs, there is a variety of resources, energy prices and carbon emission rates to consider, which makes optimizing the placement of applications for cost and carbon efficiency even more challenging than in centralized clouds. This paper presents a Dynamic Energy cost and Carbon emission-efficient Application placement method (DECA) for ECs. DECA addresses both the initial placement of applications on ECs and the re-optimization of the placement using migrations. DECA considers geographically varying energy prices and carbon emission rates as well as optimizing the usage of both network and computing resources at the same time. By combining a prediction-based A* algorithm with a Fuzzy Sets technique, DECA makes intelligent decisions to optimize energy cost and carbon emissions. Simulation results show the ability of DECA in providing a tradeoff and optimizing energy cost and carbon emission at the same time.","['Edge cloud', 'energy consumption', 'energy costs', 'green computing', 'carbon emission', 'application placement', 'Carbon dioxide', 'Energy consumption', 'Internet of Things', 'Cloud computing', 'Optimization', 'Resource management', 'Time factors']",2169-3536,,,0,IC9,1,15
18,JOUR,10.1109/ICAC.2019.00018,"['N. Schmitt', 'L. Iffländer', 'A. Bauer', 'S. Kounev']",Online Power Consumption Estimation for Functions in Cloud Applications,2019 IEEE International Conference on Autonomic Computing (ICAC),12-Sep-19,IEEE,"The growth of cloud services leads to more and more data centers that are increasingly larger and consume considerable amounts of power. To increase energy efficiency, informed decisions on workload placement and provisioning are essential. Micro-services and the upcoming serverless platforms with more granular deployment options exacerbate this problem. For this reason, knowing the power consumption of the deployed application becomes crucial, providing the necessary information for autonomous decision making. However, the actual power draw of a server running a specific application under load is not available without specialized measurement equipment or power consumption models. Yet, granularity is often only down to machine level and not application level. In this paper, we propose a monitoring and modeling approach to estimate power consumption on an application function level. The model uses performance counters that are allocated to specific functions to assess their impact on the total power consumption. Hence our model applies to a large variety of servers and for micro-service and serverless workloads. Our model uses an additional correction to minimize falsely allocated performance counters and increase accuracy. We validate the proposed approach on real hardware with a dedicated benchmarking application. The evaluation shows that our approach can be used to monitor application power consumption down to the function level with high accuracy for reliable workload provisioning and placement decisions.","['Energy efficiency, serverless, micro-services, code offloading, DevOps', 'Power demand', 'Data centers', 'Power measurement', 'Load modeling', 'Monitoring', 'Hardware', 'Software']",2474-0756,,,0,IC8,1,16
10,JOUR,10.3390/app12125793,"['Saboor A.', 'Hassan M.F.', 'Akbar R.', 'Shah S.N.M.', 'Hassan F.', 'Magsi S.A.', 'Siddiqui M.A.']",Article Containerized Microservices Orchestration and Provisioning in Cloud Computing: A Conceptual Framework and Future Perspectives,Applied Sciences (Switzerland),,,"Cloud computing is a rapidly growing paradigm which has evolved from having a mono-lithic to microservices architecture. The importance of cloud data centers has expanded dramatically in the previous decade, and they are now regarded as the backbone of the modern economy. Cloud-based microservices architecture is incorporated by firms such as Netflix, Twitter, eBay, Amazon, Hailo, Groupon, and Zalando. Such cloud computing arrangements deal with the parallel deployment of data-intensive workloads in real time. Moreover, commonly utilized cloud services such as the web and email require continuous operation without interruption. For that purpose, cloud service providers must optimize resource management, efficient energy usage, and carbon footprint reduction. This study presents a conceptual framework to manage the high amount of microservice execution while reducing response time, energy consumption, and execution costs. The proposed framework suggests four key agent services: (1) intelligent partitioning: responsible for microservice classification; (2) dynamic allocation: used for pre-execution distribution of microservices among containers and then makes decisions for dynamic allocation of microservices at runtime; (3) resource optimization: in charge of shifting workloads and ensuring optimal resource use; (4) mutation ac-tions: these are based on procedures that will mutate the microservices based on cloud data center workloads. The suggested framework was partially evaluated using a custom-built simulation envi-ronment, which demonstrated its efficiency and potential for implementation in a cloud computing context. The findings show that the engrossment of suggested services can lead to a reduced number of network calls, lower energy consumption, and relatively reduced carbon dioxide emissions. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","['cloud computing', 'containers', 'microservices', 'multicloud', 'virtual machine']",,2022,,0,IC9,1,17
21,JOUR,10.1109/TGCN.2024.3420957,"['Z. Bellal', 'L. Lahlou', 'N. Kara', 'I. El Khayat']",GAS: DVFS-Driven Energy Efficiency Approach for Latency-Guaranteed Edge Computing Microservices,IEEE Transactions on Green Communications and Networking,01-Jul-24,IEEE,"Edge computing-based microservices (ECM) are pivotal infrastructure components for latency-critical applications such as Virtual Reality/Augmented Reality (VR/AR) and the Internet of Things (IoT). ECM involves strategically deploying microservices at the network’s edge to fulfill the low latency needs of modern applications. However, achieving efficient resource and energy consumption while meeting the latency requirement in the ECM environment remains challenging. Dynamic Voltage and Frequency Scaling (DVFS) is a common technique to address this issue. It adjusts the CPU frequency and voltage to balance energy cost and performance. However, selecting the optimal CPU frequency depends on the nature of the microservice workload (e.g., CPU-bound, memory-bound, or mixed). Moreover, various microservices with different latency requirement can be deployed on the same edge node. This makes the DVFS application extremely challenging, particularly for a chip-wide DVFS implementation for which CPU cores operate at the same frequency and voltage. To this end, we propose GAS, enerGy Aware microServices edge computing framework, which enables CPU frequency scaling to meet diverse microservice latency requirement with the minimum energy cost. Our evaluation indicates that our CPU scaling policy decreases energy consumption by 5% to 23% compared to Linux governors while maintaining latency requirement and significantly contributing to sustainable edge computing.","['Edge computing', 'microservice', 'DVFS', 'energy-efficient', 'container autoscaling', 'Microservice architectures', 'Edge computing', 'Energy consumption', 'Energy efficiency', 'Task analysis', 'Frequency diversity', 'Time-frequency analysis']",2473-2400,,,0,IC8,1,18
20,JOUR,10.1007/s10723-024-09789-9,"['Agos Jawaddi S.N.', 'Ismail A.', 'Sulaiman M.S.', 'Cardellini V.']",Analyzing Energy-Efficient and Kubernetes-Based Autoscaling of Microservices Using Probabilistic Model Checking,Journal of Grid Computing,,,"Microservices are widely used to enable agility and scalability in modern software systems, while cloud computing offers cost-effective ways to provision computing resources on demand. However, ensuring the correctness of scaling decisions and their impact on energy consumption is a challenging problem that has not been sufficiently addressed in previous research. Thus, in this paper, we present an innovative approach for analyzing host energy consumption and energy violations influenced by microservice autoscaling policies using probabilistic model checking (PMC). We propose four variations of the Markov Decision Process (MDP) models that incorporate various scaling constraints inspired by Kubernetes-based Horizontal Pod Autoscaler, and we encode these models using two different approaches, namely, bounded-by-action (BBA) and bounded-by-state (BBS). We use PMC to verify the scaling policies in terms of host energy consumption and energy violations, and we conduct sensitivity analysis to demonstrate the effectiveness of our models in generating energy-efficient scaling policies. Our results show that the latency and energy-based MDP model offers the most suitable policies for ensuring energy efficiency in microservice systems. Additionally, the number of pods and the scale-out action significantly affect energy consumption and violations. Sensitivity analysis also reveals that incorporating latency into scaling decisions is key to energy efficiency, while variations in the maximum pod threshold significantly influence energy consumption and violation. Our approach provides a formal method for ensuring the correctness of microservice autoscaling decisions in cloud environments at design time and can help reduce energy consumption and violations while ensuring service-level objectives are met. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","['Energy-driven microservice autoscaling', 'Formal verification', 'Kubernetes', 'Markov decision process', 'Microservices', 'Probabilistic model checking', 'Cloud computing', 'Energy efficiency', 'Formal verification', 'Health risks', 'Model checking', 'Program debugging', 'Sensitivity analysis', 'Autoscaling', 'Energy-consumption', 'Energy-driven', 'Energy-driven microservice autoscaling', 'Kubernetes', 'Markov Decision Processes', 'Microservice', 'Probabilistic model checking', 'Probabilistic model-checking', 'Scalings', 'Markov processes']",,2025,,0,IC8,1,19
16,JOUR,10.1109/TSUSC.2018.2808493,"['M. Xu', 'A. N. Toosi', 'R. Buyya']",iBrownout: An Integrated Approach for Managing Energy and Brownout in Container-Based Clouds,IEEE Transactions on Sustainable Computing,26-Feb-18,IEEE,"Energy consumption of Cloud data centers has been a major concern of many researchers, and one of the reasons for huge energy consumption of Clouds lies in the inefficient utilization of computing resources. Besides energy consumption, another challenge of data centers is the unexpected loads, which leads to the overloads and performance degradation. Compared with VM consolidation and Dynamic Voltage Frequency Scaling that cannot function well when the whole data center is overloaded, brownout has shown to be a promising technique to handle both overloads and energy consumption through dynamically deactivating application optional components, which are also identified as containers/microservices. In this work, we propose an integrated approach to manage energy consumption and brownout in container-based cloud data centers. We also evaluate our proposed scheduling policies with real traces in a prototype system. The results show that our approach reduces about 40, 20, and 10 percent energy than the approach without power-saving techniques, brownout-overbooking approach and auto-scaling approach, respectively, while ensuring Quality of Service.","['Cloud data centers', 'energy efficiency', 'QoS', 'containers', 'microservices', 'brownout', 'Data centers', 'Energy consumption', 'Cloud computing', 'Quality of service', 'Servers', 'Containers', 'Prototypes']",2377-3782,,,0,IC9,1,20
25,JOUR,10.1109/COMSNETS56262.2023.10041344,"['I. Syrigos', 'D. Kefalas', 'N. Makris', 'T. Korakis']",EELAS: Energy Efficient and Latency Aware Scheduling of Cloud-Native ML Workloads,2023 15th International Conference on COMmunication Systems & NETworkS (COMSNETS),15-Feb-23,IEEE,"The widespread use of microservices and the use of cloud-native methodologies for the deployment of services have increased the service providers' flexibility and management efficiency. As the available resources for scheduling such work-loads have extended the boundaries of traditional datacenters to the fog, edge, and beyond -edge, the scheduling of challenging workloads must also account for energy efficiency, as these devices are typically battery-powered and resource-constrained, while maintaining acceptable performance. Specifically for ML inference workloads, provisioning and access latency plays a cru-cial role in their successful operation. Towards combating these issues, we design, develop, and evaluate our platform for Energy Efficient Latency-Aware Scheduling (EELAS) of workloads. First, we formulate the scheduling problem as an ILP problem, and then we develop a less complex heuristic method that allows the efficient allocation of resources within the continuum. Our EELAS prototype integrates with Kubernetes and is capable of reducing the overall energy consumption of cloud-to-things resources while accounting for latency of ML workloads. Our evaluation in real-world settings reveals significant energy gains for scheduling ML inference tasks, also reachable with the minimum possible latency from far-edge devices.","['cloud-to-things continuum', 'energy efficiency', 'latency aware', 'workload scheduling', 'testbed', 'Training', 'Performance evaluation', 'Learning systems', 'Heuristic algorithms', 'Prototypes', 'Microservice architectures', 'Energy efficiency']",2155-2509,,,0,IC8,1,21
15,JOUR,10.1109/TSUSC.2017.2661339,"['Xu M.', 'Dastjerdi A.V.', 'Buyya R.']",Energy Efficient Scheduling of Cloud Application Components with Brownout,IEEE Transactions on Sustainable Computing,,,"It is common for cloud data centers meeting unexpected loads like request bursts, which may lead to overloaded situation and performance degradation. Dynamic Voltage Frequency Scaling and VM consolidation have been proved effective to manage overloads. However, they cannot function when the whole data center is overloaded. Brownout provides a promising direction to avoid overloads through configuring applications to temporarily degrade user experience. Additionally, brownout can also be applied to reduce data center energy consumption. As a complementary option for Dynamic Voltage Frequency Scaling and VM consolidation, our combined brownout approach reduces energy consumption through selectively and dynamically deactivating application optional components, which can also be applied to self-contained microservices. The results show that our approach can save more than 20 percent energy consumption and there are trade-offs between energy saving and discount offered to users. © 2016 IEEE.","['application component', 'brownout', 'Cloud data centers', 'energy efficient', 'microservices', 'Dynamic frequency scaling', 'Economic and social effects', 'Energy efficiency', 'Energy utilization', 'Voltage scaling', 'Application components', 'brownout', 'Cloud data centers', 'Energy efficient', 'microservices', 'Green computing']",,2016,,0,IC9,1,22
