DOI,round_5,round_4,round_3,round_2,round_1,record_id,Author,Title,Publication Title,ISBN,ISSN,Url,Date,Series,Series Number,Series Text,Series Title,Publisher,Place,Abstract,ISBNs,Funding Information,PDF Link,Author Keywords,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Issue Date,Meeting Date,Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Publication Stage,Open Access,Source,EID,Keywords,asreview_prior,exported_notes_1,asreview_ranking
10.1145/3650110,0,0,0,0,0,350,"Pal, Asmita; Desai, Keerthana; Chatterjee, Rahul; San Miguel, Joshua",Camouflage: Utility-Aware Obfuscation for Accurate Simulation of Sensitive Program Traces,ACM Trans. Archit. Code Optim.,,1544-3566,https://doi.org/10.1145/3650110,2024-05,,,,,,,"Trace-based simulation is a widely used methodology for system design exploration. It relies on realistic traces that represent a range of behaviors necessary to be evaluated, containing a lot of information about the application, its inputs and the underlying system on which it was generated. Consequently, generating traces from real-world executions risks leakage of sensitive information. To prevent this, traces can be obfuscated before release. However, this can undermine their ideal utility, i.e., how realistically a program behavior was captured. To address this, we propose Camouflage, a novel obfuscation framework, designed with awareness of the necessary architectural properties required to preserve trace utility, while ensuring secrecy of the inputs used to generate the trace. Focusing on memory access traces, our extensive evaluation on various benchmarks shows that camouflaged traces preserve the performance measurements of the original execution, with an average τ correlation of 0.66. We model input secrecy as an input indistinguishability problem and show that the average security loss is 7.8%, which is better than traces generated from the state-of-the-art.",,,,,,,,,,,,,,,,,,,,,,,,,,Performance characterization; Privacy of traces; Synthetic trace generation,,,257
10.1145/3652620.3688266,1,1,1,1,0,23,"Aissat, Sara; Beaulieu, Jonathan; Bordeleau, Francis; Gascon-Samson, Julien; Poirier, Erik A.; Motamedi, Ali",JuNo-OPS: A DevOps Framework for the Engineering of Digital Twins for Built Assets,Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,979-8-4007-0622-6,,https://doi.org/10.1145/3652620.3688266,2024,MODELS Companion '24,,,,Association for Computing Machinery,"New York, NY, USA","Digital Twins (DT) constitute complex software systems that need to be continuously modified/updated to meet evolving user requirements and priorities, and support continual improvement. Because they aim at monitoring and improving different system aspects, their development requires the collaboration of people from different domains of expertise, e.g. the development of a DT for built assets may involve the collaboration of experts in software engineering, thermal comfort, air quality, and energy consumption, etc. Consequently, DTs need to be engineered to enable the fast and secure integration and deployment of new code, the systematic and iterative evolution of their components, and the independent development of different system aspects by those experts.In this paper, we present JuNo-OPS, a DevOps framework for the engineering of DTs for built assets. The framework is being developed, tested and validated in the the context of a multi-function room at École de Technologie Supérieure (ETS). We focus on two main facets of the DT software: the microservices architecture; and the DevOps infrastructure used to support the development, continuous integration, continuous delivery and the automation thereof. We also discuss challenges and next steps related to the development and evolution of the framework.",,,,,,,,,,,,,,,,,,,,,,,,,,digital twins; microservices; DevOps; IoT; CI/CD pipelines,,,650
10.1145/3652892.3700754,0,0,0,0,0,206,"Sethuraman, Manasvini; Sarma, Anirudh; Ghaisas, Netra; Bauskar, Adwait; Dhekne, Ashutosh; Sivasubramaniam, Anand; Ramachandran, Kishore",BASS: A Resource Orchestrator to Account for Vagaries in Network Conditions in Community Wi-Fi Mesh,Proceedings of the 25th International Middleware Conference,979-8-4007-0623-3,,https://doi.org/10.1145/3652892.3700754,2024,Middleware '24,,,,Association for Computing Machinery,"New York, NY, USA","We investigate the issue of deploying applications on a set of loosely coupled compute devices, connected through a wireless mesh, typical in community networks. Wireless mesh networks experience significant temporal and spatial variations in link bandwidth. When application components, modeled as a directed acyclic graph, need to be scheduled on such a mesh with bandwidth constraints (and variations), the problem of mapping components to specific compute nodes becomes an instance of bin packing with constraints of CPU, memory, and bandwidth limits within the mesh. To make the scheduling tractable, we propose BASS (Bandwidth Aware Scheduling System), and develop heuristics for scheduling, based on the directed graph topology of the application components. We evaluate BASS on an emulated mesh using bandwidth traces collected from an actual wireless testbed - CityLab. Detailed evaluations show that contemporary orchestration frameworks can plug in BASS to provide better end-to-end performance for the applications deployed on the mesh while reducing resource utilization.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3,2625
10.1145/3652892.3700757,0,0,0,0,0,157,"Zhao, Yuxuan; Weng, Weikang; van Nieuwpoort, Rob; Uta, Alexandru","In Serverless, OS Scheduler Choice Costs Money: A Hybrid Scheduling Approach for Cheaper FaaS",Proceedings of the 25th International Middleware Conference,979-8-4007-0623-3,,https://doi.org/10.1145/3652892.3700757,2024,Middleware '24,,,,Association for Computing Machinery,"New York, NY, USA","In Function-as-a-Service (FaaS) serverless, large applications are split into short-lived stateless functions. Deploying functions is mutually profitable: users need not be concerned with resource management, while providers can keep their servers at high utilization rates running thousands of functions concurrently on a single machine. It is exactly this high concurrency that comes at a cost. The standard Linux Completely Fair Scheduler (CFS) switches often between tasks, which leads to prolonged execution times. We present evidence that relying on the default Linux CFS scheduler increases serverless workloads cost by up to 10×.In this article, we raise awareness and make a case for rethinking the OS-level scheduling in Linux for serverless workloads composed of many short-lived processes. To make serverless more affordable we introduce a hybrid two-level scheduling approach that relies on FaaS characteristics. Short-running functions are executed in FIFO fashion without preemption, while longer-running functions are passed to CFS after a certain time period. We show that tailor-made OS scheduling is able to significantly reduce user-facing costs without adding any provider-facing overhead.",,,,,,,,,,,,,,,,,,,,,,,,,,FaaS; serverless computing; cost for serverless; CPU scheduling,0.0,EC3,2582
10.1145/3654522.3654594,0,0,0,0,0,201,"Roh, Seol; Jeong, Hong-Ju; Boo, Hacksung; Huh, Eui-Nam",An Efficient Serverless-VM Switching Mechanism for Cloud Cost Optimization,Proceedings of the 2024 9th International Conference on Intelligent Information Technology,979-8-4007-1671-3,,https://doi.org/10.1145/3654522.3654594,2024,ICIIT '24,,,,Association for Computing Machinery,"New York, NY, USA","This research introduces an efficient switching mechanism between serverless architecture and traditional Virtual Machines within a cloud environment. Serverless computing, especially Function-as-a-Service, is gaining prominence due to its scalability, flexibility, and cost-effectiveness. This study presents a methodology that leverages the strengths of both serverless architecture and VMs to minimize operational costs and optimize performance. In this paper, to combines the benefits of serverless computing and VMs to enhance the utilization of cloud resources for switching mechanism. The algorithm promotes efficient resource allocation based on various metrics, including traffic load, cost, and execution time. Additionally, we employ a PID controller for facilitating seamless transitions between serverless and VM environments. Through in-depth analysis using large-scale data processing scenarios, we demonstrate how adopting a serverless architecture can lead to cost savings and improved resource utilization.",,,,,,,,,,,,,,,,,,,,,,,,,,Cost effectiveness; Serverless; Switchable Event Manager,0.0,EC3,1776
10.1145/3656405,0,0,0,0,0,405,"Ball, Thomas; de Halleux, Peli; Devine, James; Hodges, Steve; Moskal, Michał",Jacdac: Service-Based Prototyping of Embedded Systems,Proc. ACM Program. Lang.,,,https://doi.org/10.1145/3656405,2024-06,,,,,,,"The traditional approach to programming embedded systems is monolithic: firmware on a microcontroller contains both application code and the drivers needed to communicate with sensors and actuators, using low-level protocols such as I2C, SPI, and RS232. In comparison, software development for the cloud has moved to a service-based development and operation paradigm: a service provides a discrete unit of functionality that can be accessed remotely by an application, or other service, but is independently managed and updated. We propose, design, implement, and evaluate a service-based approach to prototyping embedded systems called Jacdac. Jacdac defines a service specification language, designed especially for embedded systems, along with a host of specifications for a variety of sensors and actuators. With Jacdac, each sensor/actuator in a system is paired with a low-cost microcontroller that advertises the services that represent the functionality of the underlying hardware over an efficient and low-cost single-wire bus protocol. A separate microcontroller executes the user's application program, which is a client of the Jacdac services on the bus. Our evaluation shows that Jacdac supports a service-based abstraction for sensors/actuators at low cost and reasonable performance, with many benefits for prototyping: ease of use via the automated discovery of devices and their capabilities, substitution of same-service devices for each other, as well as high-level programming, monitoring, and debugging. We also report on the experience of bringing Jacdac to commercial availability via third-party manufacturers.",,,,,,,,,,,,,,,,,,,,,,,,,,embedded systems; microcontrollers; plug-and-play; services,,,492
10.1145/3656766.3656853,0,0,0,0,0,38,"Chen, Li; Wang, Hai; Hou, Fuyuan; Li, Biao; Zhang, Wangli",Research on the Security of Internet of Things Based on Microservices Techniques,"Proceedings of the 2023 3rd International Conference on Big Data, Artificial Intelligence and Risk Management",979-8-4007-1647-8,,https://doi.org/10.1145/3656766.3656853,2024,ICBAR '23,,,,Association for Computing Machinery,"New York, NY, USA","Internet of Things technology refers to connecting different types of physical devices, sensors, and other devices together through the Internet to achieve real-time data exchange, thereby achieving real-time monitoring and data analysis. With the continuous development of internet technology, the IoT technology is becoming an important component of future smart homes, smart cities, and Industry 4.0 fields. There are multiple communication protocols and data formats between IoT devices, and a large number of monolithic structures lead to issues such as insufficient scalability and flexibility, resulting in a large number of security vulnerabilities in IoT communication, threatening network security and data privacy. Microservices technology splits a single application into multiple small services that run in separate processes, using lightweight communication mechanisms between services. The interaction between microservices uses standard communication technology, which can enhance the scalability and security of IoT device applications. This article proposes a microservice based security access model that enables fine-grained access decisions, effectively reducing attacks related to IoT device connections and data security, and providing scalable, reconfigurable, and reusable security services. We analyzed the feasibility, reliability, and efficiency of the proposed scheme through theoretical analysis and experiments. The CPU and memory usage of microservices was tested, as well as microservices concurrency performance. The experimental results show that the proposed microservices can achieve corresponding functions and return device data. The microservice scheme designed in this article can meet normal access requests and security communication.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3,1690
10.1145/3659677.3659734,0,0,0,0,0,32,"El Akhdar, Abir; Baidada, Chafik; Kartit, Ali",Adaptability of Microservices Architecture in IoT Systems : A Comprehensive Review,"Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security",979-8-4007-0929-6,,https://doi.org/10.1145/3659677.3659734,2024,NISS '24,,,,Association for Computing Machinery,"New York, NY, USA","Abstract. This paper investigates how microservices, a transformative paradigm in cloud and enterprise applications, can adapt to the challenges presented by the Internet of Things (IoT). Microservices architecture, identified by the disintegration of monolithic software into distributed and decoupled services, presents a solution that enhances scalability and maintainability. While traditionally top-down, microservices align with IoT's need for flexible, vendor-independent service combinations. Identifying challenges in traditional IoT architectures, this research addresses a gap in the lack of a comprehensive review on the integration of microservices. Objectives include analyzing characteristics, identifying benefits and challenges, exploring best practices, and evaluating adaptability in terms of flexibility, scalability, data management, security, privacy, performance, and efficiency. We aim, through this work, to add to the existing knowledge base on microservices and IoT systems and offer valuable perspectives for practitioners and researchers in the field.",,,,,,,,,,,,,,,,,,,,,,,,,,Microservices; Internet of Things; IoT; Software Architecture; MSA; Comprehensive Review,0.0,EC3,1654
10.1145/3659994.3660315,0,0,0,0,0,214,"Dazzi, Patrizio; Ferrucci, Luca; Danelutto, Marco; Tserpes, Konstantinos; Makris, Antonios; Theodoropoulos, Theodoros; Massa, Jacopo; Carlini, Emanuele; Mordacchini, Matteo",Urgent Edge Computing,Proceedings of the 4th Workshop on Flexible Resource and Application Management on the Edge,979-8-4007-0641-7,,https://doi.org/10.1145/3659994.3660315,2024,FRAME '24,,,,Association for Computing Machinery,"New York, NY, USA","This position paper introduces Urgent Edge Computing (UEC) as a paradigm shift addressing the evolving demands of time-sensitive applications in distributed edge environments, in time-critical scenarios. With a focus on ultra-low latency, availability, resource management, decentralization, self-organization, and robust security, UEC aims to facilitate operations in critical scenarios such as disaster response, environmental monitoring, and smart city management. This paper outlines and discusses the key requirements, challenges, and enablers along with a conceptual architecture. The paper also outlines the potential applications of Urgent Edge Computing.",,,,,,,,,,,,,,,,,,,,,,,,,,resource management; edge computing; decentralized computing; urgent computing,,,439
10.1145/3659995.3660037,0,0,0,0,0,135,"Ilager, Shashikant; Balouek, Daniel; Kaddour, Sidi Mohammed; Brandic, Ivona",Proteus: Towards Intent-driven Automated Resource Management Framework for Edge Sensor Nodes,Proceedings of the 14th Workshop on AI and Scientific Computing at Scale Using Flexible Computing Infrastructures,979-8-4007-0642-4,,https://doi.org/10.1145/3659995.3660037,2024,FlexScience'24,,,,Association for Computing Machinery,"New York, NY, USA","Edge computing provides critical resources for various latency-sensitive applications, including, safety-critical monitoring systems that process large volumes of data from sensors and IoT devices, employing machine learning pipelines for effective and reliable analysis. Such applications are deployed on specially designed Edge Sensor Nodes (ESNs) that possess various sensors and limited computing power and support multiple data analysis tasks. ESNs encounter unique operational challenges, including intermittent power supplies, limited connectivity, and dynamic application and resource requirements, which complicate runtime management. Conventional resource management platforms like Kubernetes and KubeEdge are unsuitable for the dynamic needs of ESNs due to their reliance on centralized control and expected stable conditions. To bridge this gap, our paper introduces a data-driven resource management framework tailored for the autonomous adaptation of ESNs to diverse application and infrastructure requirements. We propose an intent-based mechanism that aligns application requirements, such as end-to-end latency, with infrastructure goals like utilization levels. This mechanism translates high-level intents into actionable low-level configurations, balancing the competing demands of various applications and resources, thereby guiding us toward a more robust and efficient application management system. We have implemented a prototype system, evaluated it on an experimental testbed, and demonstrated that our approach performs better than static-only optimization approaches with minimal impact on application performance.",,,,,,,,,,,,,,,,,,,,,,,,,,edge computing; automated application management; environmental monitoring applications; intent-driven resource management; internet of things (IoT),0.0,EC3,1980
10.1145/3660319.3660330,0,0,0,0,0,153,"Poggiani, Leonardo; Puliafito, Carlo; Virdis, Antonio; Mingozzi, Enzo",Live Migration of Multi-Container Kubernetes Pods in Multi-Cluster Serverless Edge Systems,Proceedings of the 1st Workshop on Serverless at the Edge,979-8-4007-0647-9,,https://doi.org/10.1145/3660319.3660330,2024,SEATED '24,,,,Association for Computing Machinery,"New York, NY, USA","In the cloud-native landscape, serverless computing is establishing itself as a pillar for smart provisioning of modern microservice-based applications. Due to its resounding success, serverless is rapidly emerging as a powerful paradigm in edge computing as well, wherein computing resources are geographically distributed in proximity to users. In serverless edge systems, applications can be composed by two types of microservice instances. Remote-state instances are internally stateless and access a remote state, if needed. On the other hand, a local-state instance is dedicated to a user and locally retains state information. In this work, we focus on live migration of local-state instances across an edge system operated by Kubernetes, which is the de-facto standard for microservice automated orchestration. More specifically, we propose a solution able to migrate both single-container and multi-container instances between different Kubernetes clusters. Our approach leverages the Liqo open-source project to establish a peering relationship and transfer the instance state between the involved clusters. After presenting the design and proof-of-concept implementation of the proposed solution, we outline useful insights into how to deploy it in practice and describe the experiments carried out to validate our work. Our system represents a powerful Kubernetes extension that does not require any modification to its standard API.",,,,,,,,,,,,,,,,,,,,,,,,,,serverless; kubernetes; edge computing; function as a service; migration; multi-cluster,0.0,EC3,2052
10.1145/3660395.3660441,0,0,0,0,0,145,"Yuan, Miao; Wang, Wenshuo; Yang, Jian; Deng, Jinlong",Design of Simulation System for Typical Application Verification and Testing of Low-voltage Intelligent IoT Power Distribution Area Fusion Terminal,Proceedings of the 2023 3rd Guangdong-Hong Kong-Macao Greater Bay Area Artificial Intelligence and Big Data Forum,979-8-4007-1636-2,,https://doi.org/10.1145/3660395.3660441,2024,AIBDF '23,,,,Association for Computing Machinery,"New York, NY, USA","As the smallest unit for power supply and distribution management, the power distribution area directly faces the access of a large number of low-voltage users, with a huge scale. In particular, with the proposal of the goal of ""carbon peak, carbon neutrality"" and the gradual implementation of the construction of new power systems, a large number of distributed photovoltaic, electric vehicles, energy storage, and other new source loads are connected to the power distribution area in a large-scale manner. The demand for intelligent interaction between the distribution network and users is gradually emerging and growing. The construction of digitally intelligent Internet of Things power distribution area has become a consensus and an inevitable trend. In order to promote and implement the construction of digital intelligent IoT stations, it is necessary to carry out simulation construction of low-voltage intelligent IoT stations, simulate and build real application scenarios, in order to better carry out research and exploration verification of the application of key technologies such as intelligent IoT in distribution stations. Thus providing technical support and guidance for the implementation of the new power system construction at the low-voltage substation level. This article, based on project experience, focuses on the verification methods and environmental design ideas for three typical application functions of low-voltage topology identification, fault location analysis, and power quality analysis of the intelligent integration terminal in the power distribution area, in order to provide a reference for the simulation design of low-voltage intelligent IoT power distribution area.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3,2128
10.1145/3663482,0,0,0,0,0,358,"Gilman, Ekaterina; Bugiotti, Francesca; Khalid, Ahmed; Mehmood, Hassan; Kostakos, Panos; Tuovinen, Lauri; Ylipulli, Johanna; Su, Xiang; Ferreira, Denzil",Addressing Data Challenges to Drive the Transformation of Smart Cities,ACM Trans. Intell. Syst. Technol.,,2157-6904,https://doi.org/10.1145/3663482,2024-11,,,,,,,"Cities serve as vital hubs of economic activity and knowledge generation and dissemination. As such, cities bear a significant responsibility to uphold environmental protection measures while promoting the welfare and living comfort of their residents. There are diverse views on the development of smart cities, from integrating Information and Communication Technologies into urban environments for better operational decisions to supporting sustainability, wealth, and comfort of people. However, for all these cases, data are the key ingredient and enabler for the vision and realization of smart cities. This article explores the challenges associated with smart city data. We start with gaining an understanding of the concept of a smart city, how to measure that the city is a smart one, and what architectures and platforms exist to develop one. Afterwards, we research the challenges associated with the data of the cities, including availability, heterogeneity, management, analysis, privacy, and security. Finally, we discuss ethical issues. This article aims to serve as a “one-stop shop” covering data-related issues of smart cities with references for diving deeper into particular topics of interest.",,,,,,,,,,,,,,,,,,,,,,,,,,machine learning; smart city; Big data; data analysis; urban computing,,,801
10.1145/3663741.3664789,0,0,0,0,1,24,"Ordonez, Carlos; Macyna, Wojciech; Bellatreche, Ladjel",Energy-Aware Analytics in the Cloud,Proceedings of the International Workshop on Big Data in Emergent Distributed Environments,979-8-4007-0679-0,,https://doi.org/10.1145/3663741.3664789,2024,BiDEDE '24,,,,Association for Computing Machinery,"New York, NY, USA","Big data is now mostly processed in the cloud and will keep growing, fed by databases and the Internet of Things (IoT: sensors, mobile devices, edge computing). On the other hand, AI is pushing computers and data analysis to limits we had not witnessed before. Analytics in the cloud is now a major fraction of energy consumption, among other less CPU-intensive tasks like web services. With this green computing motivation in mind, we present a survey of past research and a vision of big data analytics in the cloud. Energy consumption is difficult to minimize because it has conflicting correlated variables behind: high performance, money cost and pollution, We identify which software subsystems and hardware components have a higher impact on energy consumption, understanding how they can be tweaked or tuned to optimize energy consumption.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,EC3 but maybe interesting,100
10.1145/3664200,0,0,0,0,0,340,"Golpayegani, Fateneh; Chen, Nanxi; Afraz, Nima; Gyamfi, Eric; Malekjafarian, Abdollah; Schäfer, Dominik; Krupitzer, Christian",Adaptation in Edge Computing: A Review on Design Principles and Research Challenges,ACM Trans. Auton. Adapt. Syst.,,1556-4665,https://doi.org/10.1145/3664200,2024-09,,,,,,,"Edge computing places the computational services and resources closer to the user proximity, to reduce latency, and ensure the quality of service and experience. Low latency, context awareness and mobility support are the major contributors to edge-enabled smart systems. Such systems require handling new situations and change on the fly and ensuring the quality of service while only having access to constrained computation and communication resources and operating in mobile, dynamic and ever-changing environments. Hence, adaptation and self-organisation are crucial for such systems to maintain their performance, and operability while accommodating new changes in their environment.This article reviews the current literature in the field of adaptive edge computing systems. We use a widely accepted taxonomy, which describes the important aspects of adaptive behaviour implementation in computing systems. This taxonomy discusses aspects such as adaptation reasons, the various levels an adaptation strategy can be implemented, the time of reaction to a change, categories of adaptation technique and control of the adaptive behaviour. In this article, we discuss how these aspects are addressed in the literature and identify the open research challenges and future direction in adaptive edge computing systems.The results of our analysis show that most of the identified approaches target adaptation at the application level, and only a few focus on middleware, communication infrastructure and context. Adaptations that are required to address the changes in the context, changes caused by users or in the system itself are also less explored. Furthermore, most of the literature has opted for reactive adaptation, although proactive adaptation is essential to maintain the edge computing systems’ performance and interoperability by anticipating the required adaptations on the fly. Additionally, most approaches apply a centralised adaptation control, which does not perfectly fit the mostly decentralised/distributed edge computing settings.",,,,,,,,,,,,,,,,,,,,,,,,,,edge computing; Adaptation; edge-enabled; MAPE-loop,0.0,EC3,2307
10.1145/3664476.3670884,0,0,0,0,0,117,"Zuppelli, Marco; Guarascio, Massimo; Caviglione, Luca; Liguori, Angelica",No Country for Leaking Containers: Detecting Exfiltration of Secrets Through AI and Syscalls,"Proceedings of the 19th International Conference on Availability, Reliability and Security",979-8-4007-1718-5,,https://doi.org/10.1145/3664476.3670884,2024,ARES '24,,,,Association for Computing Machinery,"New York, NY, USA","Containers offer lightweight execution environments for implementing microservices or cloud-native applications. Owing to their ubiquitous diffusion jointly with the complex interplay of hardware, computing, and network resources, effectively enforcing container security is a difficult task. Specifically, runtime detection of threats poses many challenges since container images are often immutable, and many malware deploys obfuscation or elusive mechanisms. Therefore, in this work, we propose a deep-learning-based approach for identifying the presence of two containers colluding to covertly leak secret information. In more detail, we consider a threat actor trying to exfiltrate a 4,096-bit private TLS key via five different covert channels. To decide whether containers are colluding for leaking data, the deep learning model is fed with statistical indicators of the syscalls, which are built starting from simple counters. Results indicate the effectiveness of our approach, even if some adjustments are needed to reduce the number of false positives.",,,,,,,,,,,,,,,,,,,,,,,,,,Container Leakages; Deep Learning; Security,,,145
10.1145/3664476.3670942,0,0,0,0,0,162,"Delaitre, Sabine; Pulgar Gutiérrez, José Maria",Vulnerability detection tool in source code by building and leveraging semantic code graph.,"Proceedings of the 19th International Conference on Availability, Reliability and Security",979-8-4007-1718-5,,https://doi.org/10.1145/3664476.3670942,2024,ARES '24,,,,Association for Computing Machinery,"New York, NY, USA","The paper presents different vulnerability detection tools to ensure the security of software applications and container environments from a preventive and holistic approach. The solution aims to improve the quality and security of software by leveraging knowledge graph technology for a more accurate and comprehensive detection process of vulnerabilities. The ambition is to detect the vulnerabilities in the whole software supply chain and to support developers holding security as a key component over the Software Development life-cycle. We design reliable tools by building a semantic graph-based abstraction of the code from the compiler state, and we reach high accuracy by developing different static code analyzers optimizing the detection of software vulnerabilities in the source code and dependencies. In this paper, we will introduce the cybersecurity suite composed of different vulnerability detection tools to promote developer autonomy and security automation over the software supply chain. The main tool (DocSpot) detects vulnerabilities in the application source code and leverages knowledge graph technology. The second tool (DocDocker) scans for vulnerabilities in containers, and the third one (SirDocker) detects orchestration vulnerabilities, e.g. related to configuration, recommends secure best practices, and supports secure management of the containers and container images. The main contributions to the field of security automation are detailed and the first experiments and results of the tools are exposed. Finally, we describe the contributions to improving security in software and IoT applications.",,,,,,,,,,,,,,,,,,,,,,,,,,Application Security Testing; Automation; DevOps framework; Knowledge graph; Preventive secure systems; Vulnerability detection in Code,0.0,EC3,2749
10.1145/3664925,0,0,0,0,0,314,"Min, Dongmoon; Byun, Ilkwon; Lee, Gyu-Hyeon; Kim, Jangwoo",CoolDC: A Cost-Effective Immersion-Cooled Datacenter with Workload-Aware Temperature Scaling,ACM Trans. Archit. Code Optim.,,1544-3566,https://doi.org/10.1145/3664925,2024-09,,,,,,,"For datacenter architects, it is the most important goal to minimize the datacenter’s total cost of ownership for the target performance (i.e., TCO/performance). As the major component of a datacenter is a server farm, the most effective way of reducing TCO/performance is to improve the server’s performance and power efficiency. To achieve the goal, we claim that it is highly promising to reduce each server’s temperature to its most cost-effective point (or temperature scaling).In this article, we propose CoolDC, a novel and immediately applicable low-temperature cooling method to minimize the datacenter’s TCO. The key idea is to find and apply the most cost-effective sub-freezing temperature to target servers and workloads. For that purpose, we first apply the immersion cooling method to the entire servers to maintain a stable low temperature with little extra cooling and maintenance costs. Second, we define the TCO-optimal temperature for datacenter operation (e.g., 248K 273K (-25℃ 0℃)) by carefully estimating all the costs and benefits at low temperatures. Finally, we propose CoolDC, our immersion-cooling datacenter architecture to run every workload at its own TCO-optimal temperature. By incorporating our low-temperature workload-aware temperature scaling, CoolDC achieves 12.7% and 13.4% lower TCO/performance than the conventional air-cooled and immersion-cooled datacenters, respectively, without any modification to existing computers.",,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter architecture; low-temperature computing; temperature scaling,,,400
10.1145/3665348.3665413,0,0,0,0,0,196,"Zhang, Xuyang; Ni, Li; Zhu, Hang; Shen, Jialu; Wang, Lei",Research on intelligent operation and maintenance system of distributed photovoltaic power station based on Internet of Things technology,Proceedings of the 2024 International Conference on Generative Artificial Intelligence and Information Security,979-8-4007-0956-2,,https://doi.org/10.1145/3665348.3665413,2024,GAIIS '24,,,,Association for Computing Machinery,"New York, NY, USA","With the rapid development of renewable energy, especially solar energy, distributed photovoltaic power plants have become a crucial component of energy transition. In order to improve the operational efficiency and reduce maintenance costs of photovoltaic power plants, this paper proposes an IoT-based intelligent operation and maintenance system for distributed photovoltaic power plants. The system integrates advanced sensor networks, cloud computing, big data analysis, and artificial intelligence technologies to achieve real-time monitoring, fault prediction, performance optimization, and automated maintenance decision-making for photovoltaic power plants. Through a series of experiments, this paper validates the effectiveness of the proposed system in improving the operational efficiency of photovoltaic power plants, ensuring stable system operation, and optimizing energy output. Furthermore, this research explores the application challenges and strategies of IoT technology in the operation and maintenance of photovoltaic power plants, providing new perspectives and methods for the intelligent management and maintenance of photovoltaic power plants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,199
10.1145/3666015.3666018,0,0,0,0,0,44,"Morales, Jose; Antunes, Luiz; Earl, Patrick; Edman, Robert; Hamed, Jeffrey; Reynolds, Douglas; Maffey, Katherine R; Yankel, Joseph; Yasar, Hasan",Insights on Implementing a Metrics Baseline for Post-Deployment AI Container Monitoring,Proceedings of the 2024 International Conference on Software and Systems Processes,979-8-4007-0991-3,,https://doi.org/10.1145/3666015.3666018,2024,ICSSP '24,,,,Association for Computing Machinery,"New York, NY, USA","Post-deployment monitoring (PDM) occurs in the late stages of a DevSecOps (DSO) pipeline. Its role in DSO is critical in providing feedback loops on system performance leading to desirable changes achieving long-term system and application sustainment. Containers are the de-facto deployed artifacts in DSO for diverse forms of systems and applications including AI models. Long-term sustainment of containerized AI models requires appropriate metrics for the successful maintenance of optimal container and model computing performance and correct model inference. There is no agreed upon set of metrics that should always be present when monitoring a deployed containerized AI model. The current literature and practice can benefit from a standard baseline of metrics for long-term monitoring of containerized AI models focused on computing and inference. In this paper, we propose a candidate baseline of metrics for consideration as a standard across PDM for any containerized AI model. We present a proof-of-concept (PoC) that implements a baseline of metrics for the continuous monitoring of an operationally deployed containerized AI model. The baseline represents the minimal metrics required for any containerized model deployed and actively operating to ensure successful long-term monitoring and support of optimal operation and performance. The metrics focus on container operation, model operation, and model inference. This paper also details the raw data required for the metrics along with a PoC which demonstrates container engineering for their acquisition. The paper illustrates the baseline as a mix of dynamic metrics that are customized for each problem class (e.g., object detection, regression) and data modality together with static metrics that should be present for any containerized model. The paper further shows that a containerized AI model can be engineered to produce these metrics and describes the benefits of a standardized baseline of metrics to aid in the reduction of power consumption in the global digital enterprise.",,,,,,,,,,,,,,,,,,,,,,,,,,AI; Artificial Intelligence; Container; Continuous Deployment; Deployment; DevOps; DevSecOps.; Machine Learning; Metrics; ML; Performance,0.0,EC3,2797
